activity_id,viewer_id,movie_id,watch_date,platform,watch_duration_min,completion_rate,rewatched,device_type
10494,287,3,2024-12-11,WebBrowser,91,0.86,0,Tablet
10495,1507,8,2024-10-31,WebBrowser,102,0.83,0,Desktop
10496,897,3,2024-12-31,WebBrowser,84,0.7,0,TV
10497,1537,1,2025-01-18,StreamMax,38,0.35,0,Tablet
10498,547,7,2024-10-02,StreamMax,59,0.63,1,Mobile
10499,656,11,2024-09-25,StreamMax,78,0.73,1,TV
10500,1123,1,2024-06-23,MobileApp,117,0.85,0,Tablet
10501,1223,15,2024-06-12,StreamMax,134,1.0,0,Desktop
10502,179,1,2024-10-04,SmartTV,44,0.37,0,Desktop
10503,1950,1,2024-12-12,MobileApp,63,0.63,1,Tablet
10504,997,10,2024-06-10,StreamMax,74,0.61,0,Desktop
10505,368,14,2024-10-11,StreamMax,79,0.67,0,Tablet
10506,1407,7,2024-07-01,StreamMax,44,0.49,1,Mobile
10507,1255,8,2024-10-22,StreamMax,146,0.96,0,Mobile
10508,718,8,2025-04-14,WebBrowser,67,0.56,0,TV
10509,791,10,2024-11-15,TabletApp,40,0.35,0,Mobile
10510,462,2,2024-08-05,StreamMax,54,0.36,0,Desktop
10511,579,15,2025-01-22,StreamMax,56,0.39,0,Desktop
10512,616,14,2024-12-23,TabletApp,99,0.85,0,TV
10513,602,1,2025-03-17,SmartTV,75,0.65,0,TV
10514,536,1,2025-01-10,WebBrowser,97,0.67,1,TV
10515,853,2,2025-02-19,WebBrowser,81,0.6,1,Tablet
10516,1286,1,2025-03-02,SmartTV,145,0.99,0,Mobile
10517,42,14,2025-01-18,TabletApp,93,0.78,0,Mobile
10518,1760,10,2024-12-30,StreamMax,55,0.63,0,Tablet
10519,1900,6,2025-01-01,TabletApp,80,0.56,0,TV
10520,1425,5,2024-09-16,MobileApp,124,0.95,0,Mobile
10521,869,8,2024-12-23,TabletApp,116,0.87,1,Tablet
10522,1551,1,2024-07-02,StreamMax,49,0.53,1,TV
10523,1928,5,2025-03-26,WebBrowser,76,0.56,0,Mobile
10524,141,4,2025-04-19,MobileApp,103,0.71,0,TV
10525,909,14,2025-02-03,MobileApp,83,0.81,0,TV
10526,580,2,2024-06-02,StreamMax,80,0.92,0,Tablet
10527,877,12,2025-01-31,SmartTV,40,0.45,0,Mobile
10528,796,2,2024-10-24,MobileApp,53,0.49,0,Tablet
10529,1105,10,2024-12-02,WebBrowser,45,0.36,0,Desktop
10530,702,10,2024-11-25,TabletApp,101,0.72,0,Desktop
10531,1644,1,2024-09-25,MobileApp,112,0.92,1,Tablet
10532,737,1,2024-07-20,MobileApp,51,0.45,0,TV
10533,1378,8,2025-02-25,StreamMax,84,0.59,0,Mobile
10534,740,3,2024-11-05,MobileApp,83,0.66,0,Mobile
10535,332,10,2024-07-01,SmartTV,65,0.65,0,Tablet
10536,772,3,2024-10-20,StreamMax,53,0.43,0,Tablet
10537,606,3,2024-09-20,StreamMax,139,0.95,0,Mobile
10538,1024,6,2025-04-21,WebBrowser,49,0.37,0,Tablet
10539,942,10,2024-08-24,WebBrowser,134,0.94,0,Mobile
10540,148,6,2024-10-18,WebBrowser,70,0.65,0,TV
10541,1579,8,2024-07-02,WebBrowser,74,0.48,0,Mobile
10542,547,6,2025-01-17,TabletApp,123,0.78,0,Tablet
10543,1510,4,2024-10-19,TabletApp,92,0.94,1,Desktop
10544,71,2,2024-06-02,StreamMax,37,0.36,0,TV
10545,632,4,2025-02-24,WebBrowser,92,0.9,0,Tablet
10546,1895,15,2024-09-25,TabletApp,37,0.35,0,Mobile
10547,338,2,2024-07-18,SmartTV,42,0.35,0,Tablet
10548,297,11,2024-12-30,SmartTV,82,0.86,0,Desktop
10549,1742,1,2025-04-13,StreamMax,64,0.57,1,Tablet
10550,1232,2,2025-01-17,MobileApp,44,0.37,0,Tablet
10551,1290,11,2025-04-25,TabletApp,66,0.75,1,Tablet
10552,1,6,2024-06-11,MobileApp,30,0.32,0,Desktop
10553,1258,3,2024-06-08,SmartTV,62,0.42,1,Mobile
10554,1327,10,2024-07-12,TabletApp,81,0.71,1,Mobile
10555,1373,14,2024-11-24,SmartTV,45,0.51,1,Tablet
10556,1157,1,2024-11-15,SmartTV,55,0.37,0,TV
10557,1872,15,2025-01-17,TabletApp,52,0.59,0,TV
10558,458,7,2024-07-24,MobileApp,65,0.7,0,Mobile
10559,1358,5,2024-08-20,MobileApp,47,0.49,1,Desktop
10560,1367,8,2024-10-12,WebBrowser,141,0.92,0,Tablet
10561,142,5,2024-07-31,MobileApp,75,0.82,1,Mobile
10562,1505,11,2025-02-11,StreamMax,85,0.76,0,Tablet
10563,337,9,2024-12-11,WebBrowser,88,0.64,0,Desktop
10564,1623,8,2024-07-30,StreamMax,60,0.62,0,Desktop
10565,1753,2,2024-07-04,MobileApp,44,0.32,0,TV
10566,1238,6,2024-08-31,WebBrowser,65,0.44,0,Mobile
10567,1498,3,2025-04-21,SmartTV,68,0.66,1,Mobile
10568,1637,12,2025-01-09,SmartTV,69,0.5,1,Tablet
10569,1907,8,2024-11-29,StreamMax,95,0.72,0,Tablet
10570,209,1,2024-10-27,StreamMax,120,0.84,1,TV
10571,229,4,2024-10-14,StreamMax,67,0.57,0,Mobile
10572,1652,11,2025-04-19,StreamMax,146,0.97,1,Desktop
10573,957,1,2024-12-21,TabletApp,131,0.94,0,Mobile
10574,1553,6,2024-10-30,StreamMax,102,0.81,0,TV
10575,822,10,2025-01-03,WebBrowser,92,0.77,0,Desktop
10576,878,3,2024-12-22,SmartTV,72,0.59,0,Tablet
10577,1037,1,2025-03-21,TabletApp,47,0.46,0,Desktop
10578,681,2,2024-08-24,TabletApp,112,0.94,0,Mobile
10579,196,6,2025-04-10,MobileApp,107,0.77,0,Desktop
10580,1086,8,2024-11-19,WebBrowser,53,0.35,0,Desktop
10581,1166,3,2024-06-28,SmartTV,75,0.74,0,Tablet
10582,310,8,2024-10-16,StreamMax,106,0.95,0,TV
10583,1681,8,2024-10-11,TabletApp,131,0.95,0,TV
10584,262,6,2025-03-28,MobileApp,105,0.73,0,Tablet
10585,222,1,2025-02-21,TabletApp,57,0.64,1,TV
10586,1131,1,2025-04-07,TabletApp,45,0.44,0,Tablet
10587,904,1,2025-04-24,SmartTV,70,0.45,0,TV
10588,390,14,2024-10-10,TabletApp,58,0.47,0,Desktop
10589,1886,10,2025-02-03,MobileApp,62,0.63,0,Mobile
10590,1694,8,2025-03-14,StreamMax,64,0.47,0,Tablet
10591,838,3,2025-03-01,WebBrowser,114,0.9,0,Tablet
10592,1678,5,2025-02-17,SmartTV,95,0.8,0,Desktop
10593,1254,10,2024-06-19,StreamMax,107,0.73,0,TV
10594,1629,8,2025-02-22,WebBrowser,48,0.45,0,TV
10595,584,8,2025-02-09,SmartTV,47,0.36,1,TV
10596,225,9,2024-06-25,WebBrowser,96,0.7,0,TV
10597,1244,6,2024-06-07,MobileApp,143,0.98,0,Tablet
10598,557,10,2024-09-11,SmartTV,70,0.49,0,Mobile
10599,367,1,2025-03-17,TabletApp,87,0.93,0,TV
10600,587,8,2024-08-30,TabletApp,110,0.81,0,Tablet
10601,1008,2,2025-02-10,TabletApp,63,0.41,0,Mobile
10602,1039,8,2025-03-04,WebBrowser,46,0.47,0,Tablet
10603,460,8,2025-04-06,StreamMax,70,0.68,0,Mobile
10604,1895,14,2025-04-03,TabletApp,107,0.7,0,Desktop
10605,1428,3,2025-01-12,StreamMax,118,0.76,1,Mobile
10606,113,7,2024-06-29,SmartTV,123,0.83,0,Tablet
10607,1965,13,2024-10-24,WebBrowser,62,0.42,0,Mobile
10608,895,10,2024-08-25,SmartTV,70,0.57,0,Desktop
10609,934,15,2025-03-06,SmartTV,130,0.85,0,TV
10610,1202,9,2024-08-05,WebBrowser,93,0.88,1,Tablet
10611,1388,2,2024-08-08,StreamMax,62,0.44,0,Tablet
10612,1053,4,2025-01-17,StreamMax,120,0.91,0,Desktop
10613,1544,8,2024-11-08,WebBrowser,86,0.89,1,Tablet
10614,1129,1,2025-03-09,SmartTV,137,0.94,0,TV
10615,363,13,2024-09-19,StreamMax,58,0.38,0,Mobile
10616,1396,8,2025-02-03,TabletApp,98,0.98,0,Tablet
10617,1978,4,2024-12-30,MobileApp,95,0.82,0,Tablet
10618,1974,1,2024-11-24,WebBrowser,87,0.6,0,TV
10619,1725,7,2024-12-20,MobileApp,77,0.53,0,Mobile
10620,1546,2,2025-02-22,TabletApp,61,0.53,1,Tablet
10621,1928,1,2025-01-05,StreamMax,97,0.64,0,Mobile
10622,909,2,2024-08-29,MobileApp,102,0.86,0,Desktop
10623,1124,6,2024-06-30,StreamMax,64,0.66,0,Tablet
10624,126,14,2024-09-11,TabletApp,66,0.52,0,Mobile
10625,951,14,2025-01-29,MobileApp,66,0.44,1,TV
10626,665,2,2024-09-22,TabletApp,72,0.52,0,Tablet
10627,1390,9,2024-09-07,SmartTV,60,0.68,0,Desktop
10628,1547,13,2025-02-16,WebBrowser,88,0.59,0,TV
10629,15,1,2024-06-06,StreamMax,104,0.92,0,TV
10630,1541,13,2024-06-23,WebBrowser,74,0.82,0,Desktop
10631,550,8,2025-04-04,SmartTV,77,0.49,0,Mobile
10632,505,2,2025-02-22,SmartTV,63,0.43,0,TV
10633,1082,1,2025-03-22,WebBrowser,87,0.65,0,TV
10634,1435,7,2024-10-08,TabletApp,60,0.59,0,TV
10635,1680,14,2025-01-09,StreamMax,70,0.46,0,TV
10636,1564,3,2025-04-08,WebBrowser,91,0.92,0,TV
10637,310,8,2025-04-30,WebBrowser,63,0.65,0,Desktop
10638,1988,1,2024-09-01,MobileApp,69,0.58,0,TV
10639,1189,1,2025-01-26,MobileApp,60,0.6,1,Tablet
10640,1902,14,2024-11-08,StreamMax,44,0.3,0,Mobile
10641,1590,10,2025-01-30,WebBrowser,97,0.65,0,Desktop
10642,1122,3,2024-09-24,TabletApp,50,0.44,0,Tablet
10643,1516,1,2024-09-17,TabletApp,35,0.36,0,Mobile
10644,822,15,2024-06-02,StreamMax,64,0.51,0,Desktop
10645,1335,14,2024-07-02,MobileApp,34,0.35,0,Desktop
10646,1502,6,2024-11-18,WebBrowser,56,0.36,0,Desktop
10647,1042,13,2024-07-07,WebBrowser,98,0.75,0,Tablet
10648,976,2,2024-06-15,SmartTV,82,0.73,1,TV
10649,343,11,2025-04-17,TabletApp,65,0.7,0,Mobile
10650,965,1,2024-08-17,MobileApp,51,0.45,0,Tablet
10651,1757,8,2025-04-15,MobileApp,84,0.83,0,Desktop
10652,720,2,2025-03-11,MobileApp,88,0.72,1,Desktop
10653,161,7,2025-01-02,SmartTV,113,0.9,0,Tablet
10654,525,6,2024-07-26,StreamMax,65,0.69,1,Tablet
10655,379,3,2024-12-02,StreamMax,144,0.96,0,Tablet
10656,1456,1,2025-02-27,StreamMax,56,0.56,0,Tablet
10657,1033,3,2024-11-19,MobileApp,122,0.97,0,Tablet
10658,222,6,2024-09-01,SmartTV,59,0.49,0,TV
10659,302,13,2024-06-15,WebBrowser,126,0.8,1,Tablet
10660,1431,6,2025-02-16,TabletApp,48,0.43,0,TV
10661,1342,1,2025-02-19,MobileApp,97,0.98,0,Tablet
10662,1833,1,2024-09-19,TabletApp,98,0.92,0,Tablet
10663,1495,6,2025-02-10,SmartTV,51,0.44,1,Desktop
10664,977,4,2024-10-11,StreamMax,61,0.47,1,Desktop
10665,904,13,2025-02-26,MobileApp,123,0.89,0,TV
10666,948,13,2024-10-27,TabletApp,56,0.37,0,Tablet
10667,207,5,2025-02-26,SmartTV,65,0.44,0,Desktop
10668,1633,2,2024-06-27,WebBrowser,57,0.47,0,Mobile
10669,1642,15,2025-02-06,WebBrowser,49,0.56,0,TV
10670,402,7,2025-03-01,StreamMax,50,0.45,0,Mobile
10671,649,11,2024-11-29,WebBrowser,54,0.56,0,Desktop
10672,17,1,2025-01-09,MobileApp,73,0.69,1,Mobile
10673,296,2,2025-01-10,StreamMax,40,0.45,1,Desktop
10674,1043,15,2025-03-13,MobileApp,46,0.33,0,Tablet
10675,352,8,2025-04-07,TabletApp,41,0.4,0,Desktop
10676,861,1,2025-01-13,MobileApp,72,0.55,1,Desktop
10677,426,6,2024-11-12,WebBrowser,95,0.63,0,Desktop
10678,1654,3,2024-12-21,TabletApp,79,0.67,0,TV
10679,283,14,2024-07-29,WebBrowser,120,1.0,0,TV
10680,405,8,2025-03-08,TabletApp,67,0.59,0,Mobile
10681,1829,11,2025-03-12,WebBrowser,67,0.56,0,TV
10682,516,8,2024-08-10,SmartTV,46,0.38,0,TV
10683,1155,5,2025-02-04,StreamMax,139,0.91,1,TV
10684,1660,13,2025-03-14,TabletApp,124,0.82,0,Mobile
10685,81,1,2024-07-20,StreamMax,141,0.91,1,TV
10686,1326,1,2024-08-09,MobileApp,107,0.69,0,Mobile
10687,1814,1,2025-02-06,WebBrowser,103,0.77,0,Tablet
10688,413,2,2025-03-21,WebBrowser,126,0.83,0,Mobile
10689,809,8,2024-07-07,MobileApp,88,0.71,0,Desktop
10690,59,1,2025-02-16,StreamMax,119,0.96,0,Mobile
10691,1660,2,2024-08-24,WebBrowser,118,0.8,0,Mobile
10692,1400,12,2024-11-10,WebBrowser,40,0.34,1,TV
10693,1416,1,2025-03-02,MobileApp,70,0.72,0,TV
10694,1451,14,2024-10-24,StreamMax,93,0.81,0,TV
10695,227,6,2024-08-24,MobileApp,71,0.52,0,Desktop
10696,1936,6,2025-03-28,StreamMax,66,0.53,1,Tablet
10697,1007,8,2025-02-02,StreamMax,77,0.71,0,Desktop
10698,624,7,2024-07-24,WebBrowser,81,0.66,0,TV
10699,421,6,2024-12-24,SmartTV,107,0.76,1,Desktop
10700,234,5,2024-08-15,WebBrowser,64,0.66,0,Mobile
10701,652,14,2024-08-23,SmartTV,76,0.78,0,Tablet
10702,1515,14,2024-09-15,MobileApp,36,0.35,1,Desktop
10703,1680,8,2025-04-22,SmartTV,100,0.73,1,Tablet
10704,849,8,2024-11-12,StreamMax,103,0.87,0,TV
10705,1306,1,2025-02-04,SmartTV,58,0.43,0,Tablet
10706,235,6,2024-10-14,TabletApp,64,0.45,0,Tablet
10707,1247,1,2024-07-14,SmartTV,46,0.34,0,Tablet
10708,540,1,2025-03-28,SmartTV,145,0.97,0,Tablet
10709,1610,8,2024-09-27,SmartTV,72,0.51,0,TV
10710,644,9,2024-08-23,SmartTV,33,0.3,0,Tablet
10711,1357,2,2024-07-05,MobileApp,53,0.47,1,Mobile
10712,23,2,2025-04-29,WebBrowser,33,0.37,0,Tablet
10713,874,4,2024-11-07,MobileApp,81,0.9,1,TV
10714,829,1,2025-03-29,SmartTV,65,0.61,0,Desktop
10715,139,2,2024-08-04,MobileApp,55,0.38,0,TV
10716,1973,1,2025-02-06,WebBrowser,41,0.43,0,Tablet
10717,1001,3,2024-07-14,MobileApp,74,0.58,0,Desktop
10718,896,11,2025-04-01,TabletApp,123,0.97,0,Tablet
10719,1054,1,2024-07-15,WebBrowser,63,0.65,0,Mobile
10720,805,8,2024-09-07,MobileApp,46,0.43,0,Desktop
10721,421,11,2024-11-26,MobileApp,47,0.38,0,TV
10722,1878,11,2024-11-01,MobileApp,60,0.51,0,Tablet
10723,1058,2,2024-09-11,MobileApp,58,0.37,1,Tablet
10724,1954,7,2024-08-29,TabletApp,55,0.63,0,TV
10725,1495,14,2024-08-23,WebBrowser,40,0.35,0,Mobile
10726,93,14,2025-03-15,WebBrowser,90,0.92,0,Desktop
10727,531,11,2024-10-24,TabletApp,105,0.67,0,Desktop
10728,1026,8,2024-10-28,MobileApp,59,0.42,0,Mobile
10729,256,3,2025-03-14,WebBrowser,131,0.98,0,Tablet
10730,48,1,2025-03-11,TabletApp,143,0.93,0,Tablet
10731,1239,8,2024-06-01,SmartTV,73,0.56,0,Tablet
10732,410,10,2024-09-08,MobileApp,67,0.52,0,TV
10733,1522,8,2024-09-04,StreamMax,56,0.57,1,Tablet
10734,92,1,2025-01-06,MobileApp,52,0.56,0,Mobile
10735,649,1,2024-08-03,SmartTV,108,0.93,0,Tablet
10736,1866,2,2024-08-07,MobileApp,56,0.45,1,Mobile
10737,6,14,2024-10-09,TabletApp,90,0.65,0,TV
10738,321,8,2025-01-08,WebBrowser,102,0.65,1,Desktop
10739,1474,1,2025-03-20,MobileApp,42,0.33,0,Desktop
10740,1624,5,2024-07-30,WebBrowser,58,0.48,1,Mobile
10741,373,5,2024-11-25,StreamMax,72,0.56,1,Tablet
10742,1004,6,2025-02-08,SmartTV,85,0.6,0,Mobile
10743,334,11,2025-04-23,StreamMax,79,0.89,0,Mobile
10744,1765,14,2024-08-04,MobileApp,61,0.39,0,TV
10745,418,7,2024-12-20,WebBrowser,73,0.47,0,Desktop
10746,549,1,2025-02-22,SmartTV,82,0.87,0,TV
10747,842,14,2024-12-11,SmartTV,119,0.97,0,Desktop
10748,1623,13,2024-12-27,SmartTV,94,0.92,1,Mobile
10749,762,2,2024-10-13,MobileApp,55,0.37,0,TV
10750,1580,1,2024-12-03,MobileApp,105,0.79,1,TV
10751,1797,12,2024-12-30,MobileApp,57,0.42,0,Desktop
10752,1266,14,2024-12-10,StreamMax,111,0.76,0,Tablet
10753,1739,8,2024-12-13,MobileApp,73,0.59,0,TV
10754,1413,14,2024-07-22,WebBrowser,108,0.86,1,TV
10755,1253,2,2024-12-15,TabletApp,146,1.0,0,Desktop
10756,1364,6,2024-12-04,MobileApp,64,0.43,0,Mobile
10757,106,8,2025-01-06,WebBrowser,59,0.4,0,Tablet
10758,1292,1,2025-02-21,WebBrowser,87,0.71,0,Mobile
10759,994,1,2024-09-23,MobileApp,38,0.34,0,TV
10760,974,13,2024-10-10,StreamMax,64,0.72,0,Desktop
10761,894,9,2024-08-14,StreamMax,36,0.33,0,Desktop
10762,1193,2,2024-06-07,StreamMax,129,0.91,0,TV
10763,127,8,2024-12-14,WebBrowser,107,0.83,0,Desktop
10764,1737,2,2024-12-05,TabletApp,59,0.44,1,Desktop
10765,1996,1,2024-08-09,WebBrowser,54,0.35,0,Tablet
10766,449,1,2025-01-07,MobileApp,44,0.51,0,Tablet
10767,123,6,2025-04-13,TabletApp,82,0.82,0,TV
10768,653,14,2024-11-10,SmartTV,67,0.76,0,Tablet
10769,90,2,2024-12-01,MobileApp,102,0.78,0,Desktop
10770,760,5,2025-04-01,SmartTV,38,0.34,0,Mobile
10771,912,6,2025-01-28,StreamMax,126,0.92,0,Desktop
10772,834,1,2025-04-30,WebBrowser,38,0.3,0,Desktop
10773,1092,1,2025-03-09,SmartTV,53,0.5,0,Desktop
10774,1153,1,2024-08-14,SmartTV,95,0.73,0,Desktop
10775,322,7,2025-03-15,MobileApp,127,0.81,0,Desktop
10776,78,13,2024-06-08,StreamMax,54,0.43,0,Tablet
10777,1690,14,2024-06-17,MobileApp,57,0.45,0,TV
10778,1784,13,2025-04-16,StreamMax,47,0.52,0,Tablet
10779,994,3,2024-09-19,SmartTV,154,0.98,0,Tablet
10780,1084,8,2024-12-28,MobileApp,99,0.74,1,Mobile
10781,1352,1,2025-03-10,MobileApp,101,0.75,0,Desktop
10782,371,5,2024-11-24,StreamMax,44,0.51,0,Mobile
10783,173,2,2025-01-20,WebBrowser,118,0.78,0,Mobile
10784,1384,11,2025-01-24,TabletApp,135,0.94,1,Desktop
10785,933,11,2025-02-12,WebBrowser,31,0.35,0,Tablet
10786,1287,2,2025-02-27,MobileApp,105,0.84,0,Tablet
10787,1427,2,2024-09-13,StreamMax,52,0.54,0,TV
10788,521,11,2024-07-16,WebBrowser,80,0.54,0,TV
10789,1448,7,2024-11-10,TabletApp,40,0.45,1,Desktop
10790,1926,1,2025-03-24,TabletApp,77,0.66,0,TV
10791,1574,3,2025-04-02,TabletApp,67,0.43,0,TV
10792,234,6,2025-02-20,MobileApp,100,0.77,0,Tablet
10793,1563,10,2025-03-15,MobileApp,84,0.83,0,TV
10794,445,8,2024-11-19,WebBrowser,91,0.75,0,TV
10795,233,6,2024-10-28,SmartTV,33,0.36,1,Tablet
10796,819,6,2024-11-23,WebBrowser,73,0.61,1,TV
10797,1007,10,2024-09-01,MobileApp,89,0.65,0,Mobile
10798,1400,1,2024-07-12,TabletApp,73,0.62,0,Desktop
10799,1287,11,2024-12-12,MobileApp,64,0.45,0,Mobile
10800,211,12,2024-10-28,StreamMax,42,0.32,0,Mobile
10801,1622,7,2024-07-13,SmartTV,89,0.62,0,Tablet
10802,1930,1,2024-08-05,SmartTV,140,0.92,0,Tablet
10803,411,1,2025-02-19,WebBrowser,33,0.36,0,Desktop
10804,498,11,2024-12-29,StreamMax,87,0.62,1,Mobile
10805,1362,11,2025-02-07,StreamMax,105,0.7,0,Desktop
10806,554,1,2024-07-28,SmartTV,56,0.36,0,Tablet
10807,105,9,2024-07-19,StreamMax,80,0.65,0,Tablet
10808,1961,14,2024-09-04,StreamMax,51,0.47,1,TV
10809,1112,3,2024-06-18,MobileApp,45,0.31,0,Desktop
10810,717,2,2025-01-14,TabletApp,130,0.84,0,Tablet
10811,887,7,2024-10-10,MobileApp,79,0.72,0,Mobile
10812,224,2,2025-02-02,StreamMax,50,0.41,0,Tablet
10813,304,1,2025-01-12,TabletApp,43,0.37,0,Desktop
10814,883,5,2024-07-07,StreamMax,92,0.61,0,TV
10815,1064,2,2025-03-26,TabletApp,98,0.72,0,TV
10816,801,8,2025-04-03,SmartTV,60,0.57,0,Mobile
10817,908,14,2024-10-02,WebBrowser,122,0.92,0,Tablet
10818,530,10,2024-06-26,TabletApp,96,0.8,0,Mobile
10819,244,11,2024-12-03,TabletApp,99,0.88,0,Mobile
10820,1279,4,2025-01-11,MobileApp,53,0.43,0,Mobile
10821,96,8,2024-07-29,TabletApp,79,0.74,0,TV
10822,1671,13,2025-02-21,StreamMax,80,0.59,0,Mobile
10823,886,10,2024-12-02,TabletApp,37,0.33,0,Mobile
10824,14,11,2024-11-02,StreamMax,92,0.85,1,TV
10825,1964,15,2024-08-04,MobileApp,46,0.34,0,TV
10826,450,10,2024-09-14,SmartTV,79,0.56,0,TV
10827,6,8,2025-01-15,MobileApp,69,0.56,1,TV
10828,610,1,2025-03-18,SmartTV,93,0.9,0,Tablet
10829,1952,6,2024-06-21,MobileApp,121,0.83,0,Tablet
10830,1000,1,2024-09-21,StreamMax,94,0.73,0,Mobile
10831,1823,13,2024-06-04,StreamMax,122,0.94,1,TV
10832,1677,1,2024-07-11,StreamMax,99,0.87,0,TV
10833,638,3,2024-07-28,TabletApp,48,0.36,0,Desktop
10834,642,7,2025-02-14,StreamMax,79,0.55,0,Mobile
10835,1449,15,2024-07-30,WebBrowser,98,0.73,0,Desktop
10836,740,7,2025-04-26,MobileApp,107,0.79,0,Mobile
10837,1936,10,2024-10-03,WebBrowser,111,0.82,1,Mobile
10838,1342,1,2025-01-21,TabletApp,55,0.41,0,TV
10839,1868,1,2024-08-10,SmartTV,50,0.39,0,Desktop
10840,569,1,2024-10-12,TabletApp,70,0.49,1,TV
10841,994,14,2025-01-20,MobileApp,75,0.53,0,Mobile
10842,1484,3,2024-08-22,WebBrowser,79,0.75,0,Tablet
10843,1965,11,2025-02-02,SmartTV,84,0.58,0,TV
10844,508,8,2024-07-20,StreamMax,56,0.36,0,TV
10845,1234,14,2024-10-05,WebBrowser,100,0.87,0,TV
10846,1944,1,2024-07-30,StreamMax,92,0.6,0,Tablet
10847,1134,14,2024-06-25,WebBrowser,78,0.63,0,Mobile
10848,413,2,2024-06-13,WebBrowser,106,0.81,0,Desktop
10849,1849,1,2025-02-21,StreamMax,50,0.48,0,TV
10850,828,7,2024-06-07,StreamMax,83,0.77,0,Desktop
10851,695,1,2025-01-26,StreamMax,103,0.77,0,TV
10852,411,8,2025-02-01,StreamMax,125,0.93,0,Desktop
10853,2000,7,2024-09-18,SmartTV,101,0.7,0,Desktop
10854,1038,10,2024-11-21,MobileApp,64,0.63,0,Desktop
10855,557,2,2024-06-20,MobileApp,119,0.93,0,Mobile
10856,350,11,2025-01-02,WebBrowser,57,0.54,1,TV
10857,1160,1,2024-09-29,StreamMax,40,0.44,0,Desktop
10858,145,7,2025-01-29,StreamMax,68,0.64,1,Mobile
10859,1477,1,2024-09-05,StreamMax,48,0.42,0,Mobile
10860,1252,13,2025-01-23,TabletApp,53,0.5,1,Tablet
10861,592,10,2025-01-03,WebBrowser,95,0.76,0,Mobile
10862,88,2,2025-01-20,StreamMax,91,0.86,0,Mobile
10863,1628,2,2024-10-02,StreamMax,69,0.49,0,Mobile
10864,567,5,2025-03-11,MobileApp,49,0.45,0,Mobile
10865,654,1,2025-02-15,StreamMax,142,0.92,0,Mobile
10866,1632,9,2024-08-06,StreamMax,81,0.54,1,Mobile
10867,800,1,2024-06-19,MobileApp,96,0.78,0,Tablet
10868,608,3,2024-11-20,MobileApp,125,0.82,0,Desktop
10869,1101,13,2024-11-02,MobileApp,61,0.42,0,Mobile
10870,1957,6,2024-09-13,MobileApp,85,0.63,0,TV
10871,1638,6,2024-12-12,MobileApp,54,0.51,1,TV
10872,727,12,2025-04-28,MobileApp,50,0.52,0,TV
10873,1066,15,2024-09-17,WebBrowser,63,0.53,1,Mobile
10874,27,8,2025-04-17,StreamMax,46,0.38,0,Tablet
10875,1214,6,2024-07-28,WebBrowser,52,0.4,0,Mobile
10876,385,1,2025-04-26,TabletApp,83,0.62,0,Desktop
10877,1996,1,2024-06-05,WebBrowser,150,0.97,0,TV
10878,413,1,2024-07-03,TabletApp,129,0.96,0,Tablet
10879,908,12,2024-11-27,TabletApp,62,0.51,0,Tablet
10880,1373,15,2025-01-11,MobileApp,54,0.36,0,TV
10881,396,5,2025-03-29,WebBrowser,104,0.95,0,TV
10882,1279,3,2024-09-11,WebBrowser,31,0.34,0,TV
10883,1615,7,2025-01-16,WebBrowser,37,0.35,0,TV
10884,1364,8,2025-03-20,StreamMax,69,0.57,0,Tablet
10885,595,8,2025-04-10,MobileApp,51,0.5,0,Tablet
10886,943,12,2024-11-10,StreamMax,70,0.69,0,Mobile
10887,1466,12,2024-06-12,TabletApp,37,0.35,0,Tablet
10888,716,1,2024-12-26,MobileApp,49,0.32,1,Tablet
10889,1298,1,2025-04-01,StreamMax,85,0.65,0,TV
10890,1932,1,2025-03-09,StreamMax,142,0.97,0,TV
10891,267,1,2024-08-15,StreamMax,137,0.92,0,Desktop
10892,126,1,2024-11-06,MobileApp,58,0.57,0,Desktop
10893,147,1,2025-04-30,StreamMax,93,0.63,1,Desktop
10894,1839,5,2025-03-13,SmartTV,38,0.39,0,Tablet
10895,577,6,2025-01-18,MobileApp,83,0.91,1,Mobile
10896,734,14,2025-02-22,WebBrowser,93,0.59,0,Desktop
10897,920,3,2024-07-06,MobileApp,64,0.65,1,Tablet
10898,952,13,2024-10-29,TabletApp,122,0.92,0,Tablet
10899,1351,7,2024-08-26,StreamMax,59,0.58,0,Tablet
10900,169,2,2024-07-06,MobileApp,70,0.64,0,Desktop
10901,1374,3,2024-09-02,TabletApp,102,0.76,0,Tablet
10902,60,2,2025-02-20,WebBrowser,94,0.87,0,Desktop
10903,1388,1,2025-02-25,WebBrowser,91,0.62,0,Desktop
10904,602,15,2024-11-06,WebBrowser,108,0.85,1,Mobile
10905,1171,6,2024-10-09,WebBrowser,35,0.34,0,Mobile
10906,953,12,2025-04-02,SmartTV,119,0.87,0,Tablet
10907,426,11,2024-10-24,MobileApp,86,0.8,0,Tablet
10908,258,3,2025-03-02,MobileApp,67,0.62,1,Mobile
10909,1672,14,2025-04-18,SmartTV,37,0.43,1,Mobile
10910,686,1,2025-03-20,WebBrowser,74,0.48,1,Desktop
10911,42,3,2024-10-31,WebBrowser,82,0.73,0,Mobile
10912,721,2,2024-08-21,MobileApp,70,0.61,0,Tablet
10913,1971,15,2024-07-10,WebBrowser,48,0.46,0,Desktop
